Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input
144,-0.20731+0.53203i,0.69087+0.12671i,-0.41025-0.34894i,0.50027+0.069197i,-1.4795+0.092083i,0.9973+0.96997i,0.57377-0.64702i,-0.79614+0.32215i,-0.46112-0.49364i,0.065852+0.011675i,0.32527-0.63332i,0.75022+0.88765i,0.14381-0.33795i,0.3773+0.21041i,-0.48854+0.7106i,-0.069072-0.98589i,-0.78567+0.37291i,1.4409-0.36361i,0.41933+0.20511i,-1.2101-0.6223i,0.31589+0.53182i,-1.0756+0.30679i,0.037319-0.4526i,-0.2033+0.31583i,1.7954-0.54852i,-0.68877+0.2634i,-0.72593+0.30966i,0.77767-0.17754i,-0.093659+1.0728i,-0.53959-0.32485i,0.15333-0.30756i,0.52853+0.43157i,-0.76317+0.16303i,0.80587-0.11654i,0.48456-0.39273i,-0.92611+0.63327i,-0.49542-0.53634i,0.97847+0.31598i,-0.45323-0.0050978i,-0.88535-0.29806i,0.43142-0.59185i,0.65698-0.30019i,-1.1476+0.65846i,0.93431-0.1271i,-0.58394+0.45804i,0.35521+0.12937i,0.31401-0.49855i,-1.3027+0.16701i,1.1932-0.82967i,-0.51865+0.53848i,-0.42566-0.35075i,1.1119+0.93918i,-0.79237+0.18311i,0.092639-1.0557i,0.61782+0.30873i,-0.40451-0.83842i,1.2377+0.60297i,-1.3714+0.88365i,0.52781-0.53929i,0.44648-0.21776i,-1.1705+0.73366i,0.51645+0.22761i,-0.58556+0.049677i,-0.084233-1.2678i,1.2468+0.36892i,-0.99263-0.23493i,0.61939-0.19901i,0.96135+0.24612i,-0.82687-0.36772i,0.78934+0.42292i,-0.64103+0.88104i,0.81102-0.33583i,-1.1458-0.75924i,0.96954+0.73673i,-0.70218-0.73413i,0.83698+0.73111i,-0.027413-0.4933i,-0.87839-0.16213i,1.1525+0.39047i,0.020275-0.54984i,0.035125-0.17698i,-0.49627+0.85911i,0.72643+0.065686i,-0.24494+1.0105i,0.036396-0.74511i,0.31308+0.52016i,-1.1277-0.88665i,0.0098143+0.16077i,0.46727-0.50955i,-0.57104+0.79339i,1.1467+0.10148i,-1.2209-0.7525i,0.18733+0.26933i,-0.01816+0.26324i,0.80218+0.33748i,-1.522-0.3903i,0.78207+0.033351i,-0.40865+0.26373i,0.29894-0.20298i,0.39631-0.49366i,-0.28063+0.36718i
145,0.16149-0.053434i,0.18633+0.99517i,0.17649-1.25i,-0.62415+0.20406i,0.28232+0.65226i,-0.58097+0.028018i,-0.19499-0.3186i,0.48602+0.6653i,0.56289-1.0528i,-1.1373+0.71885i,0.20918+0.26768i,0.27644+0.357i,-0.5104-0.44297i,0.47523+0.36748i,-0.42451-1.2593i,0.29906+0.29484i,0.76034+0.18818i,0.22352+0.41955i,-0.38405-0.25389i,-1.1878+0.20745i,0.73787-0.27881i,0.051891-0.85101i,-0.44526+0.25261i,1.1334+0.91081i,0.26929-0.50216i,-0.31632+0.047599i,0.085214+1.1099i,-0.35053-0.56037i,0.89467-0.11474i,-1.2896-0.094378i,0.63343+0.40043i,-0.60582-0.58891i,-0.21274-0.23735i,1.3121+0.24725i,-0.9983+0.9176i,0.82399-0.85609i,-0.4651+0.17735i,-0.1705-0.16923i,1.0103+0.0483i,-0.40527-0.3178i,0.70866+0.68032i,-1.3821-0.37543i,-0.37758+0.19964i,1.3595-0.7098i,-0.85011+0.31033i,0.26025-0.95543i,-0.82372+1.0477i,1.015-1.1367i,1.0401+0.5132i,-1.3931+0.91307i,-0.2123+0.039153i,0.25253-0.19081i,-0.25928-0.041331i,0.03721-1.3017i,0.52805+1.4678i,-0.21788+0.055241i,-1.0437-0.038844i,1.1644+0.34631i,0.34967-0.34713i,-0.46665+0.23175i,-1.0807-0.41079i,0.072699-0.030455i,0.55896+0.091678i,-0.5878+0.47715i,-0.31447-0.55346i,-0.26906+0.091368i,-0.11282+0.273i,0.53144+0.48882i,-0.45523-0.89538i,-0.26262-0.5337i,1.3304+0.23132i,-0.46449+0.98016i,-0.29076+0.046011i,0.63572-0.47397i,-0.89168+0.0040051i,-0.021877-0.86677i,1.2038+0.88056i,-0.27003+0.36263i,-0.4419+0.046061i,0.31517-0.48406i,-0.61824-0.50306i,-0.26158+0.98589i,0.32375+0.34822i,0.36094-0.6097i,-0.91724-0.058672i,-0.0049771-0.25515i,1.0692-0.14221i,-0.28616+1.3888i,-1.3987-0.67992i,1.4461+0.23233i,-0.77744-0.99224i,-0.10923-0.0089638i,0.037094-0.63919i,-0.44797+0.51572i,1.0288+0.10321i,-0.13865+0.73569i,-1.0589-0.84981i,0.46707-0.53674i,-0.13045+0.83753i,-0.14595-0.78276i,0.37237+0.32686i
146,0.29828-0.075381i,-0.42877-0.87523i,-0.18818+0.20072i,0.25989-0.57715i,0.89485+0.33754i,-0.22762+1.3913i,0.69304-0.90568i,-0.8113-0.067488i,0.052724-0.068126i,-0.089788-0.7046i,0.6544+1.3352i,-0.18123-1.0957i,0.33861+1.1824i,-0.77335-0.3466i,0.19767-0.38777i,-0.35053-0.31991i,1.413+0.25633i,-0.42943+0.18488i,-1.1982+0.29866i,0.91785-0.97399i,0.61714+0.80232i,-1.2631-0.27393i,-0.003879+0.51891i,0.21879-1.3973i,0.60393+0.67422i,-0.33553-0.27381i,-0.56333+0.039012i,0.31117+0.18055i,0.42149+0.83093i,-0.40543-1.7187i,0.2119+0.42844i,-0.8938+0.41272i,0.46644-0.18404i,-0.43902-0.27606i,0.30007+0.12073i,-0.19454-0.70396i,1.134+0.63167i,-0.91687-0.00068069i,0.96677+0.090117i,-0.94174-0.044046i,-0.32319+0.31134i,0.62503-1.1027i,0.50807+0.15623i,-0.45524+0.10363i,0.010405-0.10017i,-0.91316+0.40019i,0.54081+0.45963i,1.0519-0.73411i,-0.078249+0.44101i,-0.77297+0.68602i,-0.34783-1.1462i,-0.28138+0.19037i,0.94023+0.012551i,-0.03543-0.58113i,-0.040235+0.88199i,-0.27935-1.2211i,0.84731+0.29732i,0.0010566+1.0592i,-0.072948-0.49i,0.18313+0.65765i,-0.1079-0.48834i,0.33595-0.36135i,0.22609+0.62985i,-0.15602+0.48079i,-0.18327-1.1038i,-0.67728+0.97972i,-0.16126+0.018323i,1.0706-0.20762i,-0.92466-0.032748i,0.60486-0.13198i,-0.073798+1.0475i,0.35652-1.1356i,-1.3896+0.61027i,1.4796-0.040922i,0.38994-0.24346i,-1.411+0.10934i,1.5211-0.084921i,-1.739+0.42125i,0.064618-0.47235i,0.64946+0.39489i,0.32523+0.36307i,-0.61168+0.24513i,0.15065-0.24778i,-0.2484-1.2568i,0.21965+0.4519i,1.0669+0.087035i,-0.056163+0.43449i,-0.91993-0.022284i,-0.20533-0.65827i,0.7506+0.31566i,-0.28257-0.26032i,0.29688-0.44196i,0.10079+1.5486i,-0.94738-0.95108i,0.62147+0.38662i,-0.10206-0.56343i,-0.622+0.047433i,1.5602-0.12642i,-0.69631+0.56855i,0.087001-0.97487i,-0.048337+0.5888i
147,0.12506+0.70555i,0.50892-0.70481i,-1.2695+0.30859i,0.41592-0.91737i,-0.49464+0.6842i,1.2863-0.24184i,-0.64561-0.51772i,0.93052+0.44042i,-1.2721+0.27904i,0.7141+0.53177i,-0.068799+0.15593i,-0.30832-1.2511i,0.29576+1.2931i,-0.076923+0.17234i,0.57779-0.67845i,-0.45257+0.8771i,-0.10286+0.13454i,-0.12257+0.16939i,-0.89442-0.41168i,-0.15557-0.070929i,0.68563+0.58141i,0.49117-0.67544i,0.18195+0.079777i,-0.42115+0.86826i,-0.039087+0.16838i,-0.93592-0.43792i,-0.20853-0.063673i,-0.18452-0.057185i,-0.11823-0.068171i,0.46133-0.9259i,0.33007+1.2592i,-0.32083-1.2623i,0.065807-0.15602i,0.081246-0.15846i,0.9052+0.42898i,-1.2554+0.32439i,1.2713-0.31459i,0.17471+0.08719i,-0.45145+0.92444i,-0.28453-1.2739i,0.33352+1.2627i,-0.052047+0.18227i,-0.29671-1.2271i,0.88749+0.43005i,-0.41142+0.90463i,0.53209-0.66532i,-0.69875-0.50756i,-0.5337+0.69427i,-0.14114-0.056242i,-0.1174-0.080739i,0.66306+0.52005i,-0.30745-1.2488i,0.073586-0.14451i,-0.49902+0.66554i,1.2385-0.30274i,0.15399+0.10681i,-0.69334-0.58403i,0.053013-0.1696i,0.053671-0.12869i,0.90038+0.44547i,-0.42862+0.93117i,0.54351-0.68169i,0.17109+0.077998i,-1.2942+0.30795i,0.42311-0.88054i,-0.52601+0.66829i,0.65403+0.49848i,-0.92898-0.47315i,0.464-0.87397i,-0.54534+0.6769i,-0.1365-0.076032i,-0.16649-0.048342i,0.68763+0.50523i,-0.073634+0.12754i,-0.074243+0.16385i,-0.087218+0.15147i,0.47786-0.68516i,0.13002+0.025278i,-0.6562-0.52274i,0.082569-0.12254i,0.28695+1.2344i,0.53234-0.67266i,-1.2602+0.32002i,1.2457-0.35388i,0.15419+0.071959i,0.14886+0.049158i,0.14849+0.062555i,-0.46146+0.8882i,-0.30874-1.2605i,-0.51878+0.70653i,0.67629+0.49657i,-0.34181-1.3167i,0.047078-0.1888i,0.056668-0.16823i,0.28725+1.2811i,-0.044562+0.13746i,-0.31719-1.2579i,0.038561-0.13225i,0.912+0.47034i,-0.45451+0.90409i,-0.18419-0.56989i
148,0.22208-0.71125i,0.099899+1.5362i,-0.038695-1.4425i,-0.78733+0.35756i,0.56452-0.21845i,-0.22815+0.32825i,0.60205-0.1402i,-0.96338-0.13157i,1.1998-0.37415i,-0.83377-0.22704i,-0.2632+0.19228i,1.5552-0.06631i,-0.30936+0.85384i,-0.33066-0.12984i,0.1273+0.74495i,-0.9366-1.0208i,0.63445+0.40495i,-0.5376-0.83635i,0.99859-0.038453i,-1.4203+0.59877i,0.071496-0.5011i,0.37118+0.78299i,0.0077507-0.90038i,0.50986+0.80741i,-0.48393-0.73237i,-0.88328+0.42516i,0.20764+0.15197i,0.34785-0.76072i,0.65456-0.1939i,-0.22668+1.365i,-0.9569-0.91848i,1.5264-0.075746i,-1.3684+0.67899i,-0.16871-0.0021608i,0.8374+0.14184i,-0.21796-1.1545i,-0.51936+0.039287i,0.092518+0.46317i,-0.72861+0.096513i,1.1579+0.32572i,-0.13425-0.43013i,0.36426-0.30873i,-0.465+0.13087i,0.14339+0.572i,0.11562-0.96046i,0.35547+1.2217i,-0.10593-0.4854i,0.33207-0.34812i,-0.054579+0.30189i,-0.089774+1.0597i,0.10284-0.81389i,-0.84983+0.50599i,1.3645-0.58803i,-0.29185+0.87069i,-0.48189-0.72798i,0.68185-0.16782i,-0.46974+0.12399i,0.042967-0.073356i,-0.32172-0.32137i,0.6232-0.2658i,-0.30078+1.2825i,1.084-0.72899i,-0.14874-0.18749i,0.56506+0.25175i,-0.80679-0.096191i,-0.61896+0.057383i,0.23123+0.16731i,1.1808-0.21726i,-0.31874+0.83495i,-1.1168-0.6055i,0.14947-0.50055i,0.8476+0.96417i,-0.47186-0.6962i,0.77039+0.48321i,-0.27156-0.10772i,-0.041321-0.60263i,-0.21901-0.3906i,0.41576+1.7189i,0.44657-0.55942i,-0.6376-0.37607i,0.034916-0.098716i,0.2402+1.2168i,-0.4206-1.6758i,-0.36366+1.1379i,-0.16233-0.0025636i,0.58149+0.54265i,0.077133-0.78078i,-0.39016-0.88686i,-0.33676+1.1755i,-0.2655-0.63595i,0.00060006+0.54373i,-0.028298-1.0229i,0.57925+1.4172i,-0.20448-0.4075i,0.34183+0.34388i,0.17168-0.82675i,-0.082804+0.32065i,0.20807+0.67977i,-0.73334-0.36089i,0.14913-1.0653i,0.2438+0.77719i
149,0.69522-0.11812i,0.15768+0.068886i,-0.65508-0.53723i,-0.51753+0.68237i,0.66659+0.57403i,-0.92929-0.4541i,0.68986+0.54801i,-0.073099+0.1815i,0.51454-0.67699i,-0.68109-0.54525i,0.074329-0.16159i,0.91062+0.41905i,-0.69351-0.56765i,0.075016-0.15604i,0.30178+1.3299i,-0.89338-0.46032i,0.69447+0.49912i,-0.1194+0.19512i,-0.059741+0.18546i,-0.3055-1.2922i,0.30027+1.2897i,0.52706-0.69421i,-1.2502+0.29438i,0.6891+0.50386i,0.52022-0.70205i,-0.46308+0.97035i,-0.089684+0.17892i,0.5373-0.66679i,-1.285+0.30956i,1.275-0.34629i,0.16969+0.10097i,-0.67974-0.5096i,-0.48728+0.69558i,0.44649-0.93309i,0.069774-0.1791i,-0.54506+0.664i,0.44004-0.9076i,-0.50087+0.6587i,-0.16961-0.10069i,-0.15182-0.072416i,0.70774+0.54476i,-0.099522+0.13569i,0.49789-0.6775i,-0.41685+0.92732i,-0.91637-0.41707i,0.44408-0.9108i,0.87661+0.50058i,0.11984+0.10009i,-1.2981+0.30807i,-0.16485-0.086116i,1.2611-0.30337i,-1.3117+0.28424i,-0.14708-0.019808i,0.68183+0.55118i,-0.31748-1.3041i,0.9281+0.44383i,0.1561+0.071506i,0.16756+0.098499i,0.15449+0.088251i,-0.66847-0.4786i,0.88454+0.43694i,-0.42844+0.89036i,-0.92641-0.45882i,-0.16395-0.093885i,-0.15421-0.088641i,-0.16147-0.066713i,-0.1708-0.051714i,-0.19032-0.074422i,-0.17051-0.08075i,1.2332-0.27936i,-0.44675+0.86106i,-0.30048-1.2887i,0.3451+1.3045i,-0.31335-1.2996i,-0.53664+0.69355i,0.43084-0.8938i,-0.49899+0.67026i,0.65435+0.53061i,-0.89277-0.47204i,-0.16513-0.070502i,-0.15797-0.064213i,0.64288+0.56834i,-0.34448-1.3138i,0.90709+0.41165i,0.15252+0.061847i,-0.41756+0.88379i,-0.87561-0.44154i,0.68877+0.50624i,-0.86191-0.46714i,0.68793+0.53666i,-0.92329-0.43836i,1.2966-0.31721i,-0.68693-0.53885i,0.12528-0.12774i,0.88238+0.38793i,-1.2419+0.27145i,1.266-0.31359i,-1.2675+0.29555i,0.43295-0.94277i,0.91801+0.43656i,-0.53532+0.20234i
150,0.73877-0.12845i,-0.4043+0.91616i,-0.89924-0.41123i,-0.16625-0.048233i,1.2535-0.34171i,-1.2486+0.32717i,0.67236+0.50966i,-0.33992-1.2545i,0.065161-0.12934i,0.90841+0.4145i,-0.71595-0.53537i,0.91565+0.40181i,-0.68998-0.53167i,0.28118+1.2697i,-0.28169-1.2891i,-0.52442+0.68982i,0.72748+0.51194i,-0.30696-1.2392i,0.28499+1.2805i,-0.29767-1.2398i,0.10862-0.15381i,0.062121-0.15063i,0.91582+0.40635i,-0.43373+0.8954i,-0.080614+0.13073i,-0.082722+0.18672i,-0.072633+0.14375i,-0.93223-0.4245i,-0.11081-0.073206i,0.70362+0.51963i,-0.31746-1.2969i,0.85898+0.38551i,0.16673+0.095224i,-1.3192+0.28044i,1.2878-0.35327i,0.19494+0.061405i,-0.42047+0.92694i,-0.26869-1.2431i,0.91584+0.44254i,-1.2751+0.34093i,0.46413-0.91983i,0.34322+1.2653i,0.53164-0.70073i,0.16987+0.053227i,0.15119+0.073595i,-1.29+0.33078i,1.2988-0.29969i,-0.42296+0.87396i,-0.89719-0.4098i,0.40986-0.90068i,0.92149+0.43118i,-0.63325-0.48572i,0.059724-0.15847i,0.32438+1.2713i,-0.043718+0.14905i,-0.34903-1.273i,0.94532+0.43318i,0.15445+0.043756i,-1.2599+0.32798i,1.3079-0.31403i,-1.2788+0.29611i,1.303-0.34549i,-0.4553+0.94837i,-0.060196+0.19715i,-0.033995+0.17562i,-0.052004+0.1668i,-0.31132-1.2702i,0.090911-0.1569i,0.87881+0.46898i,0.17433+0.059039i,-1.1788+0.34157i,-0.17579-0.090982i,0.39789-0.9158i,0.065509-0.19894i,-0.52691+0.66712i,0.67921+0.55006i,-0.91682-0.40468i,0.67712+0.55802i,0.51378-0.67557i,-0.43937+0.91715i,-0.32173-1.2352i,0.30569+1.2497i,0.52871-0.68853i,-1.3445+0.32568i,0.42467-0.92253i,-0.52373+0.69619i,0.4623-0.88728i,0.93881+0.42101i,0.14265+0.080046i,-0.43835+0.89855i,0.52374-0.67399i,-1.3+0.34051i,0.42339-0.95062i,0.33422+1.2324i,-0.91171-0.4354i,0.42888-0.90278i,0.070781-0.17466i,0.31171+1.3087i,-0.34024-1.2947i,0.88469+0.41549i,-0.57522+0.20432i
151,0.12283+0.77619i,-0.33052-1.2462i,-0.5541+0.6803i,1.3032-0.3073i,-0.39835+0.91629i,-0.92508-0.41651i,0.67978+0.50729i,0.53562-0.62711i,-0.42448+0.91871i,0.55353-0.70477i,-0.6901-0.53304i,0.91387+0.46327i,-0.69235-0.56236i,0.27822+1.3021i,0.52354-0.67947i,0.16196+0.050312i,-0.41489+0.92835i,0.53928-0.65056i,0.15644+0.081332i,-1.2814+0.31791i,-0.16625-0.083471i,0.44261-0.91522i,0.88946+0.46175i,-0.44276+0.90959i,-0.078854+0.14175i,0.52435-0.67978i,-1.267+0.3035i,0.70813+0.53479i,-0.30185-1.2955i,0.31583+1.2715i,-0.30194-1.2743i,0.92369+0.46266i,-0.65462-0.479i,0.92373+0.39757i,-0.68382-0.5204i,0.29144+1.2693i,-0.92144-0.39395i,-0.16354-0.098646i,1.2596-0.28794i,-0.42967+0.93319i,0.50942-0.65054i,-0.69325-0.55634i,-0.54695+0.67853i,0.67928+0.54165i,0.51531-0.66169i,-1.2981+0.30917i,0.45066-0.88393i,0.30464+1.281i,0.53158-0.73035i,-1.275+0.30477i,1.2422-0.32299i,-0.44727+0.91005i,-0.10475+0.15612i,-0.90868-0.44718i,1.2586-0.30506i,-0.41537+0.9115i,-0.292-1.2744i,0.33405+1.2855i,-0.32132-1.2987i,0.92815+0.4419i,-0.42949+0.90116i,-0.32756-1.2655i,0.32999+1.2983i,-0.93145-0.42739i,0.46517-0.91173i,0.91983+0.43474i,-0.44652+0.88347i,-0.94789-0.4469i,-0.18492-0.074359i,0.42082-0.94719i,0.044135-0.18478i,0.91578+0.4175i,-0.43559+0.88749i,-0.081281+0.19137i,-0.062215+0.15241i,-0.11671+0.12888i,-0.93066-0.46481i,-0.14883-0.10535i,-0.15665-0.019253i,0.42818-0.92413i,0.060286-0.15164i,0.31558+1.2461i,-0.28675-1.2588i,0.90903+0.46019i,-0.72655-0.53075i,0.89783+0.43884i,-0.70677-0.53689i,0.91575+0.44365i,-0.63195-0.53033i,0.29612+1.3041i,0.55029-0.70004i,-0.68672-0.51613i,0.34846+1.2478i,-0.079779+0.16212i,-0.89283-0.41682i,0.71316+0.53796i,0.56133-0.6475i,-0.68722-0.51165i,0.036519-0.15108i,-0.54682+0.62902i,0.53775-0.17579i
152,-0.55503-0.23544i,1.1961-0.32399i,-0.22727+1.3397i,0.55101-1.0048i,-1.1865+0.43054i,0.71571-0.035385i,0.28201+0.51054i,-0.10125-0.77102i,0.44711+0.73377i,-0.52878+0.27952i,0.093128-0.87144i,-0.25194-0.34633i,-0.05721+0.0010052i,0.37519+0.91021i,-0.63125-1.1244i,-0.17662+0.46966i,-0.59038+0.1654i,0.37761-1.032i,1.0548-0.049842i,-0.54255+0.23175i,0.66973+0.11681i,0.45233+0.31574i,-0.28328-0.4168i,-0.41441+0.71181i,-0.95081-0.29424i,0.88463-0.48263i,0.54717+0.79934i,-0.316-0.083899i,0.74541-0.51106i,-1.5955+0.67401i,0.87964+0.42365i,-0.20656-0.5054i,-0.84953-0.32513i,0.38171-0.90854i,1.0231+0.75535i,0.30024+0.2278i,-0.41719-0.24003i,-1.0824+0.021823i,-0.11395+0.17929i,0.30396-0.00066063i,0.8492-0.15691i,-0.2511+0.94702i,-0.59045+0.14906i,0.23615+0.39178i,-0.14277-0.063418i,0.1374-0.20714i,-0.39829-1.2869i,0.27523+1.5528i,-1.058-0.82299i,-0.14863-0.13018i,1.08+0.49292i,-0.055021-0.52548i,-0.87047-0.15365i,0.38792+1.0097i,-0.92935-0.39774i,-0.27381-0.35839i,0.47575+0.14415i,0.51806+0.64923i,-0.16661+0.39685i,0.063958-1.5211i,-0.54989-0.25296i,0.47633+0.35397i,-0.59125+0.87226i,0.34953-1.5273i,-0.58598+1.216i,1.3088-0.58814i,-1.7286+0.40079i,0.6823-1.3618i,0.70188+1.2567i,-0.10494+0.33018i,-0.030373-0.97237i,0.32507+1.174i,-0.50308-0.65675i,0.76389-0.35661i,-1.2137+0.087314i,-0.35595+0.18809i,1.0533-0.32734i,-0.4984+0.4557i,0.10624-0.64867i,-0.24613+0.25341i,-0.50747+0.153i,1.0124+0.1999i,0.056758-0.7004i,-0.34071-0.08446i,0.86127-0.073958i,-1.0887-0.063119i,1.0856+0.10955i,-0.12083+0.3746i,-0.29408+0.077774i,0.87969-0.43835i,-0.34645+0.49325i,-0.14434-0.069094i,-0.32382-0.22893i,0.79556+0.74842i,-0.93167-0.78495i,0.24523-0.46791i,-0.25469+0.68879i,0.52809+0.68953i,-0.41077-1.7126i,-0.063773+1.2391i,0.28616-0.35001i
153,0.11301+0.69785i,-0.93445-0.43203i,0.63592+0.49989i,-0.068601+0.17066i,-0.11274+0.16551i,-0.10308+0.20211i,0.54771-0.65771i,-0.41815+0.88395i,0.53227-0.71145i,0.1143+0.096823i,-0.39931+0.89635i,0.52836-0.68687i,-0.47204+0.90651i,-0.030157+0.12833i,0.50155-0.69152i,-0.42366+0.89808i,-0.897-0.4569i,0.70466+0.47359i,0.5319-0.69563i,-0.40976+0.89971i,0.53271-0.64716i,-0.67586-0.53909i,0.072061-0.17231i,-0.56631+0.67775i,0.44522-0.92843i,0.058166-0.15239i,0.29825+1.3043i,-0.078717+0.18238i,-0.89992-0.43802i,1.2459-0.29943i,0.15851+0.061705i,0.12401+0.058323i,-0.70789-0.53782i,0.29225+1.2611i,-0.92892-0.45949i,1.3017-0.33494i,0.13789+0.091642i,-0.69124-0.53456i,-0.549+0.66254i,0.43376-0.9031i,0.070906-0.17106i,0.068486-0.18935i,0.89187+0.42662i,-1.2785+0.34754i,0.68014+0.54477i,-0.90958-0.40723i,-0.18248-0.059863i,1.3112-0.31666i,-1.2575+0.32659i,-0.15437-0.046393i,0.67015+0.5143i,0.5216-0.69616i,-0.42883+0.92343i,-0.91716-0.4486i,-0.18405-0.077015i,-0.16528-0.048642i,1.2878-0.32141i,-0.65296-0.4828i,-0.50551+0.69984i,1.2656-0.28314i,-0.67061-0.52764i,-0.55037+0.73576i,-0.16346-0.052208i,-0.16122-0.073851i,0.45098-0.93408i,0.90723+0.44586i,-0.63664-0.55031i,-0.47622+0.65352i,-0.13864-0.052576i,-0.18713-0.081644i,0.42124-0.92719i,0.04269-0.18307i,0.28971+1.278i,-0.087189+0.15867i,0.50739-0.68573i,0.16584+0.066323i,-0.44035+0.90634i,-0.32782-1.2712i,0.08094-0.17408i,-0.54375+0.71152i,1.2073-0.33418i,-1.259+0.34478i,1.2556-0.33057i,-1.2636+0.28531i,1.2831-0.34628i,0.15054+0.043517i,-1.2513+0.38308i,1.2763-0.32494i,-0.65199-0.53072i,0.29266+1.2822i,-0.88045-0.42015i,0.64409+0.53109i,0.5537-0.67999i,-0.68823-0.56004i,0.05523-0.12718i,0.083999-0.17679i,0.86559+0.43577i,-1.2709+0.34248i,-0.13923-0.077388i,0.71445+0.51729i,-0.22592-0.58287i
154,0.16924-0.71504i,0.59893+0.79319i,0.079003+0.12501i,-1.0144-0.66666i,1.1301+0.60859i,0.088546+0.14667i,0.38736-0.22881i,-0.99007+0.96258i,-0.087282-1.5503i,0.39207+1.7176i,0.17048-0.14308i,-1.3482-0.26853i,0.60047-1.2155i,-0.67089+0.9307i,-0.24092-0.10953i,1.4588-0.016307i,-0.32758-0.78499i,0.090256+1.5467i,0.17306-0.15937i,-0.22491-1.1108i,0.48355+0.18356i,-0.45072+0.096952i,-0.34978-0.38966i,0.045119+0.45494i,-0.34387+0.37019i,0.34212-0.75963i,-0.016733-0.68009i,-0.05192+0.77462i,0.82938-0.47729i,-0.35487+0.7302i,-0.13563-0.60077i,0.33031-0.47263i,0.64848+0.789i,-0.28146-0.14553i,0.16064+0.65667i,0.30974-0.22677i,-0.36568-0.73779i,-1.0457+0.80269i,-0.2081-0.10864i,0.18548+0.1895i,0.75686-0.46181i,0.43781+0.29466i,-1.0347-0.65618i,0.27586-0.56659i,-0.36122+1.1927i,0.37877-0.73637i,0.2759+1.1913i,0.47721-0.56328i,-0.77275-1.0203i,-0.69294+0.95522i,1.0579-0.3158i,0.41759+0.31699i,-1.309-0.2896i,-0.082538-0.13392i,0.14763-0.46359i,0.64552-0.2834i,0.51344+0.14056i,-0.85772-0.13882i,1.4431+0.23975i,-0.55478-0.36833i,0.62516+0.82735i,-0.53066+0.24668i,0.57677-0.0829i,-0.18343+0.52816i,-0.64855+0.25971i,0.045281-0.92559i,-0.064906-0.73497i,0.16516+0.42662i,-0.60853+0.0056567i,0.79114-0.63999i,0.89112+0.40969i,-0.79282-0.073831i,-0.0678-0.73799i,0.47929+0.060155i,-0.72302+0.98031i,0.067211-0.37709i,0.58815-0.10274i,-0.02154-0.64241i,0.88507+0.44684i,-0.51922-0.41714i,-0.39513+0.62041i,-0.71693+0.049657i,0.030568-0.46224i,0.41278-0.89748i,0.25355+1.0727i,-0.262-1.2071i,1.2557+0.58276i,-0.55695-0.43286i,0.15698-0.13705i,-0.39358+0.63761i,1.2506-0.27187i,-1.3338+0.67381i,-0.17009+0.018057i,0.56792+0.55173i,-0.058137-1.478i,0.3536+1.1822i,-1.4335-0.26839i,0.14884+0.14894i,0.28462-1.3943i,-0.33994+1.2051i,0.40635-0.45084i
